WeekNumber,CollectionDate,SpawnYear,MasterID,BioSamplesID,Rear,SRR,LGDMarkAD,LGDFLmm,GenSex,GenStock,MPG,GenStockProb,GenParentHatchery,GenBY,BioScaleFinalAge,FwAge,SwAge,Age,totalAge,BY,BiosamplesValid,LGDValid,LGDNumPIT
40,9/28/2010,SY2011,68611,10-23486,W,32W,AI,740,M,MFSALM,SALMON,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D55076E
40,9/28/2010,SY2011,68612,10-23487,W,32W,AI,750,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5470D4
40,9/28/2010,SY2011,68613,10-23488,W,32W,AI,630,F,UPSALM,SALMON,0.719,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D5473E7
40,9/28/2010,SY2011,68614,10-23489,W,32W,AI,720,NA,NA,NA,0.577,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D54D1F7
40,9/28/2010,SY2011,68615,10-23490,W,32W,AI,840,F,MFSALM,SALMON,0.659,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D554908
40,9/28/2010,SY2011,68616,10-23491,W,32W,AI,650,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54FDC6
40,9/28/2010,SY2011,68617,10-23492,W,32W,AI,630,F,GRROND,GRROND,0.86,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D544E36
40,9/28/2010,SY2011,68618,10-23493,W,32W,AI,730,NA,NA,NA,0.344,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D555CF7
40,9/28/2010,SY2011,68619,10-23494,W,32W,AI,680,F,LOCLWR,CLRWTR,0.75,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D5508FD
40,9/28/2010,SY2011,68620,10-23495,W,32W,AI,670,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D547A67
40,9/28/2010,SY2011,68621,10-23496,W,32W,AI,750,F,UPCLWR,CLRWTR,1,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54590F
40,9/28/2010,SY2011,68622,10-23497,W,32W,AI,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54C5CA
40,9/28/2010,SY2011,68623,10-23498,W,32W,AI,570,M,IMNAHA,IMNAHA,0.749,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D547A77
40,9/28/2010,SY2011,68624,10-23499,W,32W,AI,690,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5513FF
40,9/28/2010,SY2011,68625,10-23500,W,32W,AI,760,F,UPCLWR,CLRWTR,1,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5517C6
40,9/28/2010,SY2011,68626,10-23501,W,32W,AI,680,NA,NA,NA,,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1BF26B73B9
40,9/28/2010,SY2011,68627,10-23502,W,32W,AI,580,M,MFSALM,SALMON,0.998,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D54D088
40,9/28/2010,SY2011,68628,10-23503,W,32W,AI,760,NA,NA,NA,,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1BF26B8490
40,9/28/2010,SY2011,68629,10-23504,W,32W,AI,600,NA,GRROND,GRROND,0.718,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D551BB9
40,9/28/2010,SY2011,68630,10-23505,W,32W,AI,860,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54FF9E
40,9/28/2010,SY2011,68631,10-23506,W,32W,AI,660,NA,MFSALM,SALMON,0.764,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D55143A
40,9/28/2010,SY2011,68632,10-23507,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5502D3
40,9/28/2010,SY2011,68633,10-23508,W,32W,AI,800,F,SFCLWR,CLRWTR,0.989,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54F859
40,9/28/2010,SY2011,68634,10-23509,W,32W,AI,550,NA,NA,NA,0.996,,,3:1,NA,NA,NA,NA,NA,,1,3D9.1C2D55118B
40,9/28/2010,SY2011,68635,10-23510,W,32W,AI,710,F,MFSALM,SALMON,0.991,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D555274
40,9/28/2010,SY2011,68636,10-23511,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D546CA9
40,9/28/2010,SY2011,68637,10-23512,W,32W,AI,690,F,UPSALM,SALMON,0.571,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D547B6B
40,9/28/2010,SY2011,68638,10-23513,W,32W,AI,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D55187E
40,9/28/2010,SY2011,68639,10-23514,W,32W,AI,820,M,SFCLWR,CLRWTR,0.981,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D55584F
40,9/28/2010,SY2011,68640,10-23515,W,32W,AI,720,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D550032
40,9/28/2010,SY2011,68641,10-23516,W,32W,AI,790,F,UPCLWR,CLRWTR,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5474D5
40,9/28/2010,SY2011,68642,10-23517,W,32W,AI,770,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54CBB5
40,9/28/2010,SY2011,68643,10-23518,W,32W,AI,740,M,LOCLWR,CLRWTR,0.548,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D547E4F
40,9/28/2010,SY2011,68644,10-23519,W,32W,AI,770,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54F34F
40,9/28/2010,SY2011,68645,10-23520,W,32W,AI,840,M,SFCLWR,CLRWTR,0.582,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2C7F76F4
40,9/28/2010,SY2011,68646,10-23521,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54D0C8
40,9/28/2010,SY2011,68647,10-23522,W,32W,AI,670,F,UPSALM,SALMON,0.909,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D5519A4
40,9/28/2010,SY2011,68648,10-23523,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D546997
40,9/28/2010,SY2011,68649,10-23524,W,32W,AI,700,F,UPSALM,SALMON,0.936,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D546B5C
40,9/28/2010,SY2011,68650,10-23525,W,32W,AI,630,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5512B8
40,9/28/2010,SY2011,68651,10-23526,W,32W,AI,610,F,MFSALM,SALMON,0.992,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54F355
40,9/28/2010,SY2011,68652,10-23527,W,32W,AI,520,NA,NA,NA,0.863,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D54F25B
40,9/28/2010,SY2011,68653,10-23528,W,32W,AI,540,M,UPSALM,SALMON,0.415,,,1:1,1,1,F1S1,3,BY2008,1,1,3D9.1C2D5471D6
40,9/28/2010,SY2011,68654,10-23529,W,32W,AI,710,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5500DA
40,9/28/2010,SY2011,68655,10-23530,W,32W,AI,770,F,MFSALM,SALMON,1,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54BD28
40,9/28/2010,SY2011,68656,10-23531,W,32W,AI,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D555BD9
40,9/28/2010,SY2011,68657,10-23532,W,32W,AI,850,M,MFSALM,SALMON,1,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D550A3F
40,9/28/2010,SY2011,68658,10-23533,W,32W,AI,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5556D4
40,9/28/2010,SY2011,68659,10-23534,W,32W,AI,690,F,LSNAKE,LSNAKE,0.466,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54D1CD
40,9/28/2010,SY2011,68660,10-23535,W,32W,AI,620,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D545A9F
40,9/28/2010,SY2011,68661,10-23536,W,32W,AI,800,F,UPCLWR,CLRWTR,0.999,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D550DD6
40,9/28/2010,SY2011,68662,10-23537,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54FA9D
40,9/28/2010,SY2011,68663,10-23538,W,32W,AI,750,F,GRROND,GRROND,0.37,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D546EC2
40,9/28/2010,SY2011,68664,10-23539,W,32W,AI,840,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54F977
40,9/28/2010,SY2011,68665,10-23540,W,32W,AI,710,F,LOCLWR,CLRWTR,0.385,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D55010C
40,9/28/2010,SY2011,68666,10-23541,W,32W,AI,800,NA,NA,NA,1,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D54FF28
40,9/28/2010,SY2011,68667,10-23542,W,32W,AI,680,F,UPSALM,SALMON,0.377,,,3:1S1,3,REPEAT,F3S1R1,7,BY2004,1,1,3D9.1C2D554D32
40,9/28/2010,SY2011,68668,10-23543,W,32W,AI,820,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D545E2C
40,9/28/2010,SY2011,68669,10-23544,W,32W,AI,710,F,LSNAKE,LSNAKE,0.432,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D545949
40,9/28/2010,SY2011,68670,10-23545,W,32W,AI,550,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D547763
40,9/28/2010,SY2011,68671,10-23546,W,32W,AI,560,M,MFSALM,SALMON,0.399,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2CFC5297
40,9/28/2010,SY2011,68672,10-23547,W,32W,AI,750,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54BBE0
40,9/28/2010,SY2011,68673,10-23548,W,32W,AI,760,F,UPCLWR,CLRWTR,0.999,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D546FBF
40,9/29/2010,SY2011,68674,10-23549,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54797E
40,9/29/2010,SY2011,68675,10-23550,W,32W,AI,630,F,UPSALM,SALMON,0.886,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D550880
40,9/29/2010,SY2011,68676,10-23551,W,32W,AI,650,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D551799
40,9/29/2010,SY2011,68677,10-23552,W,32W,AI,570,M,UPSALM,SALMON,0.933,,,1:1,1,1,F1S1,3,BY2008,1,1,3D9.1C2D547C27
40,9/29/2010,SY2011,68678,10-23553,W,32W,AI,830,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D547E4D
40,9/29/2010,SY2011,68679,10-23554,W,32W,AI,730,F,GRROND,GRROND,0.592,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D54C531
40,9/29/2010,SY2011,68680,10-23555,W,32W,AI,680,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D546CA5
40,9/29/2010,SY2011,68681,10-23556,W,32W,AI,700,F,UPSALM,SALMON,0.406,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5517BE
40,9/29/2010,SY2011,68682,10-23557,W,32W,AI,560,NA,NA,NA,0.956,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D54C5CE
40,9/29/2010,SY2011,68683,10-23558,W,32W,AI,770,F,SFCLWR,CLRWTR,0.999,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D545730
40,9/29/2010,SY2011,68684,10-23559,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D55059C
40,9/29/2010,SY2011,68685,10-23560,W,32W,AI,580,F,UPSALM,SALMON,0.67,,,N:A,NA,NA,NA,NA,NA,1,1,3D9.1C2D54FB6E
40,9/29/2010,SY2011,68686,10-23561,W,32W,AI,560,NA,NA,NA,,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D5469EC
40,9/29/2010,SY2011,68687,10-23562,W,32W,AI,640,F,GRROND,GRROND,0.955,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5471D3
40,9/29/2010,SY2011,68688,10-23563,W,32W,AI,690,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D551275
40,9/29/2010,SY2011,68689,10-23564,W,32W,AI,640,F,UPSALM,SALMON,0.994,,,2:1S,2,REPEAT,F2S1R,5,BY2006,1,1,3D9.1C2D5451F5
40,9/29/2010,SY2011,68690,10-23565,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5547B8
40,9/29/2010,SY2011,68691,10-23566,W,32W,AI,880,M,SFCLWR,CLRWTR,0.921,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D55222D
40,9/29/2010,SY2011,68692,10-23567,W,32W,AI,770,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D55464C
40,9/29/2010,SY2011,68693,10-23568,W,32W,AI,790,F,SFCLWR,CLRWTR,0.884,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D54FB58
40,9/29/2010,SY2011,68694,10-23569,W,32W,AI,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54CD32
40,9/29/2010,SY2011,68695,10-23570,W,32W,AI,700,F,LOSALM,SALMON,0.91,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D546022
40,9/29/2010,SY2011,68696,10-23571,W,32W,AI,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D555D03
40,9/29/2010,SY2011,68697,10-23572,W,32W,AI,760,F,GRROND,GRROND,0.609,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D547BB1
40,9/29/2010,SY2011,68698,10-23573,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D551FEF
40,9/29/2010,SY2011,68699,10-23574,W,32W,AI,710,F,UPSALM,SALMON,0.886,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D546F05
40,9/29/2010,SY2011,68700,10-23575,W,32W,AI,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D55235C
40,9/29/2010,SY2011,68701,10-23576,W,32W,AI,710,F,UPSALM,SALMON,0.561,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5456F7
40,9/29/2010,SY2011,68702,10-23577,W,32W,AI,820,NA,NA,NA,1,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D54F79E
40,9/29/2010,SY2011,68703,10-23578,W,32W,AI,810,F,SFCLWR,CLRWTR,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5510F7
40,9/29/2010,SY2011,68704,10-23579,W,32W,AI,750,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54FE92
40,9/29/2010,SY2011,68705,10-23580,W,32W,AI,610,M,UPSALM,SALMON,0.697,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D54F345
40,9/29/2010,SY2011,68706,10-23581,W,32W,AI,560,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D54BF39
40,9/29/2010,SY2011,68707,10-23582,W,32W,AI,550,M,MFSALM,SALMON,0.836,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D5811E1
40,9/29/2010,SY2011,68708,10-23583,W,32W,AI,690,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58575E
40,9/29/2010,SY2011,68709,10-23584,W,32W,AI,760,F,UPCLWR,CLRWTR,0.998,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5721DA
40,9/29/2010,SY2011,68710,10-23585,W,32W,AI,770,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58B06E
40,9/29/2010,SY2011,68711,10-23586,W,32W,AI,610,M,MFSALM,SALMON,0.998,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D581B66
40,9/29/2010,SY2011,68712,10-23587,W,32W,AI,720,NA,NA,NA,0.475,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D584345
40,9/29/2010,SY2011,68713,10-23588,W,32W,AI,660,F,GRROND,GRROND,0.696,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D584A93
40,9/29/2010,SY2011,68714,10-23589,W,32W,AI,660,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5811C5
40,9/29/2010,SY2011,68715,10-23590,W,32W,AI,710,F,GRROND,GRROND,0.482,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581D80
40,9/29/2010,SY2011,68716,10-23591,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5856AC
40,9/29/2010,SY2011,68717,10-23592,W,32W,AI,810,F,UPCLWR,CLRWTR,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5859FD
40,9/29/2010,SY2011,68718,10-23593,W,32W,AI,760,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D558016
40,9/29/2010,SY2011,68719,10-23594,W,32W,AI,720,F,UPCLWR,CLRWTR,0.996,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D58BD0C
40,9/29/2010,SY2011,68720,10-23595,W,32W,AI,650,NA,NA,NA,0.992,,,?:1,NA,NA,NA,NA,NA,,1,3D9.1C2D585822
40,9/29/2010,SY2011,68721,10-23596,W,32W,AI,800,F,MFSALM,SALMON,0.999,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58B6B8
40,9/29/2010,SY2011,68722,10-23597,W,32W,AI,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5928DA
40,9/29/2010,SY2011,68723,10-23598,W,32W,AI,750,F,GRROND,GRROND,0.888,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D572957
40,9/29/2010,SY2011,68724,10-23599,W,32W,AI,770,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5811EF
40,9/29/2010,SY2011,68725,10-23600,W,32W,AI,730,F,LSNAKE,LSNAKE,0.458,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D5850DF
40,9/29/2010,SY2011,68726,10-23601,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58B6AC
40,9/29/2010,SY2011,68727,10-23602,W,32W,AI,750,M,UPSALM,SALMON,0.361,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D584D17
40,9/29/2010,SY2011,68728,10-23603,W,32W,AI,590,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5850D9
40,9/29/2010,SY2011,68729,10-23604,W,32W,AI,690,F,GRROND,GRROND,0.557,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58B3AF
40,9/29/2010,SY2011,68730,10-23605,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5811E6
40,9/29/2010,SY2011,68731,10-23606,W,32W,AI,650,F,MFSALM,SALMON,0.956,,,?:2,NA,NA,NA,NA,NA,1,1,3D9.1C2D585000
40,9/29/2010,SY2011,68732,10-23607,W,32W,AI,680,NA,NA,NA,,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D584A79
40,9/29/2010,SY2011,68733,10-23608,W,32W,AI,620,F,LSNAKE,LSNAKE,0.707,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58BC35
40,9/29/2010,SY2011,68734,10-23609,W,32W,AI,670,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58BCDD
40,9/29/2010,SY2011,68735,10-23610,W,32W,AI,860,F,SFCLWR,CLRWTR,0.99,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D581230
40,9/29/2010,SY2011,68736,10-23611,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58594F
40,9/29/2010,SY2011,68737,10-23612,W,32W,AI,680,F,LSNAKE,LSNAKE,0.99,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D3CBC9A
40,9/29/2010,SY2011,68738,10-23613,W,32W,AI,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58BCD3
40,9/29/2010,SY2011,68739,10-23614,W,32W,AI,550,F,LSNAKE,LSNAKE,0.484,,,3:1,3,1,F3S1,5,BY2006,1,1,3D9.1C2D58C721
40,9/29/2010,SY2011,68740,10-23615,W,32W,AI,770,NA,NA,NA,0.783,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D58100E
40,9/29/2010,SY2011,68741,10-23616,W,32W,AI,870,M,SFCLWR,CLRWTR,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5842AE
40,9/29/2010,SY2011,68742,10-23617,W,32W,AI,550,NA,NA,NA,0.882,,,2:1,NA,NA,NA,NA,NA,,1,3D9.1C2D584A8F
40,9/29/2010,SY2011,68743,10-23618,W,32W,AI,790,F,UPCLWR,CLRWTR,0.999,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D58B87E
40,9/29/2010,SY2011,68744,10-23619,W,32W,AI,670,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D581794
40,9/29/2010,SY2011,68745,10-23620,W,32W,AI,610,F,GRROND,GRROND,0.811,,,N:A,NA,NA,NA,NA,NA,1,1,3D9.1C2D585820
40,9/29/2010,SY2011,68746,10-23621,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D584FFF
40,9/29/2010,SY2011,68747,10-23622,W,32W,AI,820,F,MFSALM,SALMON,0.998,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D584223
40,9/29/2010,SY2011,68748,10-23623,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5850CE
40,9/29/2010,SY2011,68749,10-23624,W,32W,AI,750,F,MFSALM,SALMON,0.992,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D591CA0
40,9/29/2010,SY2011,68750,10-23625,W,32W,AI,700,NA,NA,NA,0.544,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1BF26C7881
40,9/29/2010,SY2011,68751,10-23626,W,32W,AI,700,F,UPSALM,SALMON,0.671,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D5855F7
40,9/29/2010,SY2011,68752,10-23627,W,32W,AI,730,NA,NA,NA,0.375,,,3:2,NA,NA,NA,NA,NA,,1,3D9.1C2D5853EF
40,9/29/2010,SY2011,68753,10-23628,W,32W,AI,740,F,UPCLWR,CLRWTR,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58C4B9
40,9/29/2010,SY2011,68754,10-23629,W,32W,AI,580,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58495C
40,9/29/2010,SY2011,68755,10-23630,W,32W,AI,880,F,UPCLWR,CLRWTR,0.999,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58B4D0
40,9/30/2010,SY2011,68756,10-23631,W,32W,AI,630,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D581F4B
40,9/30/2010,SY2011,68757,10-23632,W,32W,AI,580,F,UPSALM,SALMON,0.936,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58B1FF
40,9/30/2010,SY2011,68758,10-23633,W,32W,AI,780,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C01C
40,9/30/2010,SY2011,68759,10-23634,W,32W,AI,580,F,GRROND,GRROND,0.743,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D581B5F
40,9/30/2010,SY2011,68760,10-23635,W,32W,AI,810,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D585480
40,9/30/2010,SY2011,68761,10-23636,W,32W,AI,630,M,GRROND,GRROND,0.902,,,?:1,NA,NA,NA,NA,NA,1,1,3D9.1C2D581D8F
40,9/30/2010,SY2011,68762,10-23637,W,32W,AI,640,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D5853D1
40,9/30/2010,SY2011,68763,10-23638,W,32W,AI,700,F,UPSALM,SALMON,0.936,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5853CE
40,9/30/2010,SY2011,68764,10-23639,W,32W,AI,600,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D3F4A61
40,9/30/2010,SY2011,68765,10-23640,W,32W,AI,680,F,UPSALM,SALMON,0.988,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D584A85
40,9/30/2010,SY2011,68766,10-23641,W,32W,AI,680,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58C403
40,9/30/2010,SY2011,68767,10-23642,W,32W,AI,610,F,LOSALM,SALMON,0.439,,,1:2,1,2,F1S2,4,BY2007,1,1,3D9.1C2D581009
40,9/30/2010,SY2011,68768,10-23643,W,32W,AI,660,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D584FD3
40,9/30/2010,SY2011,68769,10-23644,W,32W,AI,590,F,MFSALM,SALMON,0.384,,,2:1,2,1,F2S1,4,BY2007,1,1,3D9.1C2D58B771
40,9/30/2010,SY2011,68770,10-23645,W,32W,AI,800,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D55E3C1
40,9/30/2010,SY2011,68771,10-23646,W,32W,AI,810,M,MFSALM,SALMON,0.765,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D581B8E
40,9/30/2010,SY2011,68772,10-23647,W,32W,AI,740,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D584E6F
40,9/30/2010,SY2011,68773,10-23648,W,32W,AI,820,F,SFCLWR,CLRWTR,0.902,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D58484D
40,9/30/2010,SY2011,68774,10-23649,W,32W,AI,810,NA,NA,NA,0.304,,,1:2,NA,NA,NA,NA,NA,,1,3D9.1C2D3F0D4E
40,9/30/2010,SY2011,68775,10-23650,W,32W,AI,700,F,LOSALM,SALMON,0.54,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D580E83
40,9/30/2010,SY2011,68776,10-23651,W,32W,AI,730,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D58121C
40,9/30/2010,SY2011,68777,10-23652,W,32W,AI,760,F,SFCLWR,CLRWTR,0.904,,,2:2,2,2,F2S2,5,BY2006,1,1,3D9.1C2D585932
40,9/30/2010,SY2011,68778,10-23653,W,32W,AI,700,NA,NA,NA,,,,,,NA,NA,,NA,,1,3D9.1C2D581D77
40,9/30/2010,SY2011,68779,10-23654,W,32W,AI,830,M,SFCLWR,CLRWTR,0.763,,,3:2,3,2,F3S2,6,BY2005,1,1,3D9.1C2D5812D0
40,9/30/2010,SY2011,68780,10-23655,W,32W,AI,700,NA,NA,NA,,,,2:2,NA,NA,NA,NA,NA,,1,3D9.1C2D585589
